,PassengerId,Sex,Age,Fare,Titulo_Master,Titulo_Miss,Titulo_Mr,Titulo_Mrs,Titulo_Oficial,Titulo_Nobre,Emb_C,Emb_Q,Emb_S,Classe_1,Classe_2,Classe_3,Tamanho_Familia,Sozinho
70,962,0,24.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
71,963,1,21.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,0
72,964,0,29.0,7.925,0,1,0,0,0,0,0,0,1,0,0,1,1,1
73,965,1,28.5,27.7208,0,0,1,0,0,0,1,0,0,1,0,0,1,0
74,966,0,35.0,211.5,0,1,0,0,0,0,1,0,0,1,0,0,1,1
75,967,1,32.5,211.5,0,0,1,0,0,0,1,0,0,1,0,0,1,1
76,968,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
77,969,0,55.0,25.7,0,0,0,1,0,0,0,0,1,1,0,0,3,1
78,970,1,30.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
79,971,0,24.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
80,972,1,6.0,15.2458,1,0,0,0,0,0,1,0,0,0,0,1,3,1
81,973,1,67.0,221.7792,0,0,1,0,0,0,0,0,1,1,0,0,2,1
82,974,1,49.0,26.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
83,975,1,27.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
84,976,1,27.0,10.7083,0,0,1,0,0,0,0,1,0,0,1,0,1,1
85,977,1,27.0,14.4542,0,0,1,0,0,0,1,0,0,0,0,1,2,0
86,978,0,27.0,7.8792,0,1,0,0,0,0,0,1,0,0,0,1,1,0
87,979,0,18.0,8.05,0,1,0,0,0,0,0,0,1,0,0,1,1,1
88,980,0,27.0,7.75,0,0,0,1,0,0,0,1,0,0,0,1,1,0
89,981,1,2.0,23.0,1,0,0,0,0,0,0,0,1,0,1,0,3,1
90,982,0,22.0,13.9,0,0,0,1,0,0,0,0,1,0,0,1,2,1
91,983,1,27.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
92,984,0,27.0,52.0,0,0,0,1,0,0,0,0,1,1,0,0,4,0
93,985,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,0
94,986,1,25.0,26.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
95,987,1,25.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
96,988,0,76.0,78.85,0,0,0,1,0,0,0,0,1,1,0,0,2,1
97,989,1,29.0,7.925,0,0,1,0,0,0,0,0,1,0,0,1,1,0
98,990,0,20.0,7.8542,0,1,0,0,0,0,0,0,1,0,0,1,1,0
99,991,1,33.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,0
100,992,0,43.0,55.4417,0,0,0,1,0,0,1,0,0,1,0,0,2,1
101,993,1,27.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
102,994,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,0
103,995,1,26.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
104,996,0,16.0,8.5167,0,0,0,1,0,0,1,0,0,0,0,1,3,0
105,997,1,28.0,22.525,0,0,1,0,0,0,0,0,1,0,0,1,1,1
106,998,1,21.0,7.8208,0,0,1,0,0,0,0,1,0,0,0,1,1,1
107,999,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
108,1000,1,27.0,8.7125,0,0,1,0,0,0,0,0,1,0,0,1,1,1
109,1001,1,18.5,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
110,1002,1,41.0,15.0458,0,0,1,0,0,0,1,0,0,0,1,0,1,1
111,1003,0,27.0,7.7792,0,1,0,0,0,0,0,1,0,0,0,1,1,0
112,1004,0,36.0,31.6792,0,1,0,0,0,0,1,0,0,1,0,0,1,1
113,1005,0,18.5,7.2833,0,1,0,0,0,0,0,1,0,0,0,1,1,0
114,1006,0,63.0,221.7792,0,0,0,1,0,0,0,0,1,1,0,0,2,1
115,1007,1,18.0,14.4542,0,0,1,0,0,0,1,0,0,0,0,1,2,1
116,1008,1,27.0,6.4375,0,0,1,0,0,0,1,0,0,0,0,1,1,1
117,1009,0,1.0,16.7,0,1,0,0,0,0,0,0,1,0,0,1,3,0
118,1010,1,36.0,75.2417,0,0,1,0,0,0,1,0,0,1,0,0,1,0
119,1011,0,29.0,26.0,0,0,0,1,0,0,0,0,1,0,1,0,2,0
120,1012,0,12.0,15.75,0,1,0,0,0,0,0,0,1,0,1,0,1,0
121,1013,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,2,1
122,1014,0,35.0,57.75,0,0,0,1,0,0,1,0,0,1,0,0,2,0
123,1015,1,28.0,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
124,1016,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,0
125,1017,0,17.0,16.1,0,1,0,0,0,0,0,0,1,0,0,1,2,0
126,1018,1,22.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
127,1019,0,27.0,23.25,0,1,0,0,0,0,0,1,0,0,0,1,3,1
128,1020,1,42.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
129,1021,1,24.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
130,1022,1,32.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
131,1023,1,53.0,28.5,0,0,0,0,1,0,1,0,0,1,0,0,1,1
132,1024,0,27.0,25.4667,0,0,0,1,0,0,0,0,1,0,0,1,5,0
133,1025,1,27.0,6.4375,0,0,1,0,0,0,1,0,0,0,0,1,2,0
134,1026,1,43.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
135,1027,1,24.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,1
136,1028,1,26.5,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
137,1029,1,26.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
138,1030,0,23.0,8.05,0,1,0,0,0,0,0,0,1,0,0,1,1,1
139,1031,1,40.0,46.9,0,0,1,0,0,0,0,0,1,0,0,1,8,1
140,1032,0,10.0,46.9,0,1,0,0,0,0,0,0,1,0,0,1,8,0
141,1033,0,33.0,151.55,0,1,0,0,0,0,0,0,1,1,0,0,1,1
142,1034,1,61.0,262.375,0,0,1,0,0,0,1,0,0,1,0,0,5,0
143,1035,1,28.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
144,1036,1,42.0,26.55,0,0,1,0,0,0,0,0,1,1,0,0,1,1
145,1037,1,31.0,18.0,0,0,1,0,0,0,0,0,1,0,0,1,4,0
146,1038,1,27.0,51.8625,0,0,1,0,0,0,0,0,1,1,0,0,1,1
147,1039,1,22.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,0
148,1040,1,27.0,26.55,0,0,1,0,0,0,0,0,1,1,0,0,1,0
149,1041,1,30.0,26.0,0,0,0,0,1,0,0,0,1,0,1,0,3,1
150,1042,0,23.0,83.1583,0,0,0,1,0,0,1,0,0,1,0,0,2,1
151,1043,1,27.0,7.8958,0,0,1,0,0,0,1,0,0,0,0,1,1,0
152,1044,1,60.5,14.4542,0,0,1,0,0,0,0,0,1,0,0,1,1,1
153,1045,0,36.0,12.1833,0,0,0,1,0,0,0,0,1,0,0,1,3,0
154,1046,1,13.0,31.3875,1,0,0,0,0,0,0,0,1,0,0,1,7,1
155,1047,1,24.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,0
156,1048,0,29.0,221.7792,0,1,0,0,0,0,0,0,1,1,0,0,1,1
157,1049,0,23.0,7.8542,0,1,0,0,0,0,0,0,1,0,0,1,1,1
158,1050,1,42.0,26.55,0,0,1,0,0,0,0,0,1,1,0,0,1,1
159,1051,0,26.0,13.775,0,0,0,1,0,0,0,0,1,0,0,1,3,0
160,1052,0,27.0,7.7333,0,1,0,0,0,0,0,1,0,0,0,1,1,0
161,1053,1,7.0,15.2458,1,0,0,0,0,0,1,0,0,0,0,1,3,1
162,1054,0,26.0,13.5,0,1,0,0,0,0,0,0,1,0,1,0,1,1
163,1055,1,27.0,7.0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
164,1056,1,41.0,13.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
165,1057,0,26.0,22.025,0,0,0,1,0,0,0,0,1,0,0,1,3,0
166,1058,1,48.0,50.4958,0,0,1,0,0,0,1,0,0,1,0,0,1,0
167,1059,1,18.0,34.375,0,0,1,0,0,0,0,0,1,0,0,1,5,0
168,1060,0,27.0,27.7208,0,0,0,1,0,0,1,0,0,1,0,0,1,1
169,1061,0,22.0,8.9625,0,1,0,0,0,0,0,0,1,0,0,1,1,1
170,1062,1,27.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,1
171,1063,1,27.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
172,1064,1,23.0,13.9,0,0,1,0,0,0,0,0,1,0,0,1,2,0
173,1065,1,27.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
174,1066,1,40.0,31.3875,0,0,1,0,0,0,0,0,1,0,0,1,7,1
175,1067,0,15.0,39.0,0,1,0,0,0,0,0,0,1,0,1,0,3,0
176,1068,0,20.0,36.75,0,1,0,0,0,0,0,0,1,0,1,0,1,0
177,1069,1,54.0,55.4417,0,0,1,0,0,0,1,0,0,1,0,0,2,1
178,1070,0,36.0,39.0,0,0,0,1,0,0,0,0,1,0,1,0,4,1
179,1071,0,64.0,83.1583,0,0,0,1,0,0,1,0,0,1,0,0,3,1
180,1072,1,30.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
181,1073,1,37.0,83.1583,0,0,1,0,0,0,1,0,0,1,0,0,3,1
182,1074,0,18.0,53.1,0,0,0,1,0,0,0,0,1,1,0,0,2,0
183,1075,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,0
184,1076,0,27.0,247.5208,0,0,0,1,0,0,1,0,0,1,0,0,3,0
185,1077,1,40.0,16.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
186,1078,0,21.0,21.0,0,1,0,0,0,0,0,0,1,0,1,0,2,0
187,1079,1,17.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,3,1
188,1080,0,27.0,69.55,0,1,0,0,0,0,0,0,1,0,0,1,11,0
189,1081,1,40.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1
190,1082,1,34.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
191,1083,1,27.0,26.0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
192,1084,1,11.5,14.5,1,0,0,0,0,0,0,0,1,0,0,1,3,0
193,1085,1,61.0,12.35,0,0,1,0,0,0,0,1,0,0,1,0,1,0
194,1086,1,8.0,32.5,1,0,0,0,0,0,0,0,1,0,1,0,3,1
195,1087,1,33.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,1
196,1088,1,6.0,134.5,1,0,0,0,0,0,1,0,0,1,0,0,3,1
197,1089,0,18.0,7.775,0,1,0,0,0,0,0,0,1,0,0,1,1,0
198,1090,1,23.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
199,1091,0,27.0,8.1125,0,0,0,1,0,0,0,0,1,0,0,1,1,1
200,1092,0,27.0,15.5,0,1,0,0,0,0,0,1,0,0,0,1,1,1
201,1093,1,0.33,14.4,1,0,0,0,0,0,0,0,1,0,0,1,3,0
202,1094,1,47.0,227.525,0,0,0,0,1,0,1,0,0,1,0,0,2,1
203,1095,0,8.0,26.0,0,1,0,0,0,0,0,0,1,0,1,0,3,1
204,1096,1,25.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
205,1097,1,27.0,25.7417,0,0,1,0,0,0,1,0,0,1,0,0,1,0
206,1098,0,35.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,0
207,1099,1,24.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
208,1100,0,33.0,27.7208,0,1,0,0,0,0,1,0,0,1,0,0,1,1
209,1101,1,25.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
210,1102,1,32.0,22.525,0,0,1,0,0,0,0,0,1,0,0,1,1,1
211,1103,1,27.0,7.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
212,1104,1,17.0,73.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
213,1105,0,60.0,26.0,0,0,0,1,0,0,0,0,1,0,1,0,2,1
214,1106,0,38.0,7.775,0,1,0,0,0,0,0,0,1,0,0,1,7,0
215,1107,1,42.0,42.5,0,0,1,0,0,0,0,0,1,1,0,0,1,0
216,1108,0,27.0,7.8792,0,1,0,0,0,0,0,1,0,0,0,1,1,1
217,1109,1,57.0,164.8667,0,0,1,0,0,0,0,0,1,1,0,0,3,0
218,1110,0,50.0,211.5,0,0,0,1,0,0,1,0,0,1,0,0,3,1
219,1111,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
220,1112,0,30.0,13.8583,0,1,0,0,0,0,1,0,0,0,1,0,2,1
221,1113,1,21.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
222,1114,0,22.0,10.5,0,0,0,1,0,0,0,0,1,0,1,0,1,1
223,1115,1,21.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
224,1116,0,53.0,27.4458,0,0,0,1,0,0,1,0,0,1,0,0,1,0
225,1117,0,27.0,15.2458,0,0,0,1,0,0,1,0,0,0,0,1,3,1
226,1118,1,23.0,7.7958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
227,1119,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
228,1120,1,40.5,15.1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
229,1121,1,36.0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
230,1122,1,14.0,65.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
231,1123,0,21.0,26.55,0,1,0,0,0,0,0,0,1,1,0,0,1,1
232,1124,1,21.0,6.4958,0,0,1,0,0,0,0,0,1,0,0,1,2,1
233,1125,1,27.0,7.8792,0,0,1,0,0,0,0,1,0,0,0,1,1,0
234,1126,1,39.0,71.2833,0,0,1,0,0,0,1,0,0,1,0,0,2,1
235,1127,1,20.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,1
236,1128,1,64.0,75.25,0,0,1,0,0,0,1,0,0,1,0,0,2,0
237,1129,1,20.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
238,1130,0,18.0,13.0,0,1,0,0,0,0,0,0,1,0,1,0,3,1
239,1131,0,48.0,106.425,0,0,0,1,0,0,1,0,0,1,0,0,2,1
240,1132,0,55.0,27.7208,0,0,0,1,0,0,1,0,0,1,0,0,1,0
241,1133,0,45.0,30.0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
242,1134,1,45.0,134.5,0,0,1,0,0,0,1,0,0,1,0,0,3,1
243,1135,1,27.0,7.8875,0,0,1,0,0,0,0,0,1,0,0,1,1,1
244,1136,1,27.0,23.45,1,0,0,0,0,0,0,0,1,0,0,1,4,1
245,1137,1,41.0,51.8625,0,0,1,0,0,0,0,0,1,1,0,0,2,0
246,1138,0,22.0,21.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
247,1139,1,42.0,32.5,0,0,1,0,0,0,0,0,1,0,1,0,3,0
248,1140,0,29.0,26.0,0,0,0,1,0,0,0,0,1,0,1,0,2,0
249,1141,0,27.0,14.4542,0,0,0,1,0,0,1,0,0,0,0,1,2,0
250,1142,0,0.92,27.75,0,1,0,0,0,0,0,0,1,0,1,0,4,1
251,1143,1,20.0,7.925,0,0,1,0,0,0,0,0,1,0,0,1,1,0
252,1144,1,27.0,136.7792,0,0,1,0,0,0,1,0,0,1,0,0,2,1
253,1145,1,24.0,9.325,0,0,1,0,0,0,0,0,1,0,0,1,1,0
254,1146,1,32.5,9.5,0,0,1,0,0,0,0,0,1,0,0,1,1,0
255,1147,1,27.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,0
256,1148,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
257,1149,1,28.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
258,1150,0,19.0,13.0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
259,1151,1,21.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,0
260,1152,1,36.5,17.4,0,0,1,0,0,0,0,0,1,0,0,1,2,1
261,1153,1,21.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
262,1154,0,29.0,23.0,0,0,0,1,0,0,0,0,1,0,1,0,3,0
263,1155,0,1.0,12.1833,0,1,0,0,0,0,0,0,1,0,0,1,3,1
264,1156,1,30.0,12.7375,0,0,1,0,0,0,1,0,0,0,1,0,1,1
265,1157,1,27.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
266,1158,1,27.0,0.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
267,1159,1,27.0,7.55,0,0,1,0,0,0,0,0,1,0,0,1,1,0
268,1160,0,27.0,8.05,0,1,0,0,0,0,0,0,1,0,0,1,1,0
269,1161,1,17.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
270,1162,1,46.0,75.2417,0,0,1,0,0,0,1,0,0,1,0,0,1,1
271,1163,1,27.0,7.75,0,0,1,0,0,0,0,1,0,0,0,1,1,1
272,1164,0,26.0,136.7792,0,0,0,1,0,0,1,0,0,1,0,0,2,0
273,1165,0,27.0,15.5,0,1,0,0,0,0,0,1,0,0,0,1,2,0
274,1166,1,27.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,1
275,1167,0,20.0,26.0,0,1,0,0,0,0,0,0,1,0,1,0,2,0
276,1168,1,28.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
277,1169,1,40.0,26.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
278,1170,1,30.0,21.0,0,0,1,0,0,0,0,0,1,0,1,0,2,0
279,1171,1,22.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,0
280,1172,0,23.0,8.6625,0,1,0,0,0,0,0,0,1,0,0,1,1,1
281,1173,1,0.75,13.775,1,0,0,0,0,0,0,0,1,0,0,1,3,1
282,1174,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
283,1175,0,9.0,15.2458,0,1,0,0,0,0,1,0,0,0,0,1,3,1
284,1176,0,2.0,20.2125,0,1,0,0,0,0,0,0,1,0,0,1,3,1
285,1177,1,36.0,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
286,1178,1,27.0,7.25,0,0,1,0,0,0,0,0,1,0,0,1,1,1
287,1179,1,24.0,82.2667,0,0,1,0,0,0,0,0,1,1,0,0,2,1
288,1180,1,27.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
289,1181,1,27.0,8.05,0,0,1,0,0,0,0,0,1,0,0,1,1,1
290,1182,1,27.0,39.6,0,0,1,0,0,0,0,0,1,1,0,0,1,1
291,1183,0,30.0,6.95,0,1,0,0,0,0,0,1,0,0,0,1,1,0
292,1184,1,27.0,7.2292,0,0,1,0,0,0,1,0,0,0,0,1,1,1
293,1185,1,53.0,81.8583,0,0,0,0,1,0,0,0,1,1,0,0,3,1
294,1186,1,36.0,9.5,0,0,1,0,0,0,0,0,1,0,0,1,1,1
295,1187,1,26.0,7.8958,0,0,1,0,0,0,0,0,1,0,0,1,1,1
296,1188,0,1.0,41.5792,0,1,0,0,0,0,1,0,0,0,1,0,4,1
297,1189,1,27.0,21.6792,0,0,1,0,0,0,1,0,0,0,0,1,3,0
298,1190,1,30.0,45.5,0,0,1,0,0,0,0,0,1,1,0,0,1,1
299,1191,1,29.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
300,1192,1,32.0,7.775,0,0,1,0,0,0,0,0,1,0,0,1,1,1
301,1193,1,27.0,15.0458,0,0,1,0,0,0,1,0,0,0,1,0,1,0
302,1194,1,43.0,21.0,0,0,1,0,0,0,0,0,1,0,1,0,2,1
303,1195,1,24.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
304,1196,0,27.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
305,1197,0,64.0,26.55,0,0,0,1,0,0,0,0,1,1,0,0,3,0
306,1198,1,30.0,151.55,0,0,1,0,0,0,0,0,1,1,0,0,4,1
307,1199,1,0.83,9.35,1,0,0,0,0,0,0,0,1,0,0,1,2,0
308,1200,1,55.0,93.5,0,0,1,0,0,0,0,0,1,1,0,0,3,0
309,1201,0,45.0,14.1083,0,0,0,1,0,0,0,0,1,0,0,1,2,1
310,1202,1,18.0,8.6625,0,0,1,0,0,0,0,0,1,0,0,1,1,1
311,1203,1,22.0,7.225,0,0,1,0,0,0,1,0,0,0,0,1,1,0
312,1204,1,27.0,7.575,0,0,1,0,0,0,0,0,1,0,0,1,1,0
313,1205,0,37.0,7.75,0,1,0,0,0,0,0,1,0,0,0,1,1,1
314,1206,0,55.0,135.6333,0,0,0,1,0,0,1,0,0,1,0,0,1,0
315,1207,0,17.0,7.7333,0,1,0,0,0,0,0,1,0,0,0,1,1,1
316,1208,1,57.0,146.5208,0,0,1,0,0,0,1,0,0,1,0,0,2,0
317,1209,1,19.0,10.5,0,0,1,0,0,0,0,0,1,0,1,0,1,1
318,1210,1,27.0,7.8542,0,0,1,0,0,0,0,0,1,0,0,1,1,0
